"id","ingredient_name","scanned_at"
"2467","Citric Acid","2025-05-01 15:16:50"
"2468","Acetylated Distarch Adipate","2025-05-01 15:16:50"
"2469","Xanthan Gum/Corn Sugar Gum","2025-05-01 15:16:50"
"2470","Disodium Inosinate","2025-05-01 15:16:50"
"2471","Cultured Milk","2025-05-01 15:17:08"
"2472","Buttermilk Solids","2025-05-01 15:17:08"
"2473","Enzymes","2025-05-01 15:17:08"
"2474","Beeswax","2025-05-01 15:17:08"
"2475","Sorbitol/Sorbitol Syrup","2025-05-01 15:17:08"
"2476","Tocopherol Concentrate, Mixed/Vitamin E","2025-05-01 15:17:08"
"2477","Citric Acid","2025-05-01 15:17:08"
"2478","Pectin","2025-05-01 15:17:08"
"2479","Sugar","2025-05-01 15:17:08"
"2480","Fenugreek","2025-05-01 15:17:08"
"2481","Buttermilk Solids","2025-05-01 15:17:08"
"2482","Enzyme-treated Starch","2025-05-01 15:17:08"
"2483","Hydrogenated Glucose Syrup","2025-05-01 15:17:08"
"2484","Starch Acetate Esterified with Acetic Anhydride","2025-05-01 15:17:08"
"2485","Tocopherol Concentrate, Mixed/Vitamin E","2025-05-01 15:17:08"
"2486","Citric Acid","2025-05-01 15:17:08"
"2487","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-01 15:17:08"
"2488","Citric Acid","2025-05-01 15:17:08"
"2489","Alcohol in dry form is used as an ingredient","2025-05-01 15:17:19"
"2490","Flour","2025-05-01 15:17:19"
"2491","Starch","2025-05-01 15:17:19"
"2492","Potato Starch","2025-05-01 15:17:19"
"2493","Vegetable Oils","2025-05-01 15:17:19"
"2494","Salt","2025-05-01 15:17:19"
"2495","Salt","2025-05-01 15:17:19"
"2496","Ammonium Phosphatides/Emulsifier YN","2025-05-01 15:17:19"
"2497","Soya Flour","2025-05-01 15:17:19"
"2498","Soy Sauce","2025-05-01 15:17:19"
"2499","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-01 15:17:19"
"2500","Vanilla Bean Powder","2025-05-01 15:17:19"
"2501","Hydrolyzed Vegetable Protein","2025-05-01 15:17:19"
"2502","Corn","2025-05-01 15:17:19"
"2503","Dextrin","2025-05-01 15:17:19"
"2504","Baker's Yeast Extract","2025-05-01 15:17:19"
"2505","Spices","2025-05-01 15:17:19"
"2506","Sugar","2025-05-01 15:17:19"
"2507","Fructose","2025-05-01 15:17:19"
"2508","Soybean","2025-05-01 15:17:19"
"2509","Flour","2025-05-01 15:17:19"
"2510","Corn","2025-05-01 15:17:19"
"2511","Hydrogenated Glucose Syrup","2025-05-01 15:17:19"
"2512","Dried Milk","2025-05-01 15:17:19"
"2513","Gluten","2025-05-01 15:17:19"
"2514","Cocoa Butter","2025-05-01 15:17:19"
"2515","Starch","2025-05-01 15:17:19"
"2516","Wheat","2025-05-01 15:17:19"
"2517","Carbon Black/Vegetable Carbon","2025-05-01 15:17:19"
"2518","Mineral Oil/Petrolatum","2025-05-01 15:17:19"
"2519","Mineral Oil/Petrolatum","2025-05-01 15:17:19"
"2520","Cyclamic and its Calcium and Sodium Salts","2025-05-01 15:17:19"
"2521","Ammonium Phosphatides/Emulsifier YN","2025-05-01 15:17:19"
"2522","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-01 15:17:19"
"2523","Polyoxyethylene (8) Stearate","2025-05-01 15:17:19"
"2524","Capsanthin/Capsorubin/Paprika extract","2025-05-01 15:17:19"
"2525","TBHQ Textured Vegetable Protein","2025-05-01 15:17:19"
"2526","Turola Yeast","2025-05-01 15:17:19"
"2527","Soya Flour","2025-05-01 15:17:19"
"2528","Artificial Flavours","2025-05-01 15:17:19"
"2529","Vegetable Oils","2025-05-01 15:17:19"
"2530","Dried Milk","2025-05-01 15:17:19"
"2531","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-01 15:17:19"
"2532","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-01 15:17:19"
"2533","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-01 15:17:19"
"2534","Sodium Hexametaphosphate","2025-05-01 15:17:19"
"2535","Sodium Phosphates","2025-05-01 15:17:19"
"2536","Lecithins","2025-05-01 15:17:19"
"2537","Sorbitol/Sorbitol Syrup","2025-05-01 15:17:19"
"2538","Disodium Guanylate","2025-05-01 15:17:19"
"2539","Monosodium Glutamate/MSG","2025-05-01 15:17:19"
"2540","Disodium Inosinate","2025-05-01 15:17:19"
"2541","Acacia/Gum Arabic","2025-05-01 15:17:19"
"2542","Alcohol in dry form is used as an ingredient","2025-05-02 16:56:12"
"2543","Oats","2025-05-02 16:56:12"
"2544","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 16:56:12"
"2545","Cranberry","2025-05-02 16:56:12"
"2546","Sugar","2025-05-02 16:56:12"
"2547","Flour","2025-05-02 16:56:12"
"2548","Edible Bone Phosphate/Bone Meal","2025-05-02 16:56:12"
"2549","Rice","2025-05-02 16:56:12"
"2550","Wheat","2025-05-02 16:56:12"
"2551","Flour","2025-05-02 16:56:12"
"2552","Hydrogenated Glucose Syrup","2025-05-02 16:56:12"
"2553","Corn","2025-05-02 16:56:12"
"2554","Honey","2025-05-02 16:56:12"
"2555","Malt","2025-05-02 16:56:12"
"2556","Bran","2025-05-02 16:56:12"
"2557","Flour","2025-05-02 16:56:12"
"2558","Salt","2025-05-02 16:56:12"
"2559","Dextrose","2025-05-02 16:56:12"
"2560","Flour","2025-05-02 16:56:12"
"2561","Raisin","2025-05-02 16:56:12"
"2562","Cream","2025-05-02 16:56:12"
"2563","Gluten","2025-05-02 16:56:12"
"2564","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-05-02 16:56:12"
"2565","Cyclamic and its Calcium and Sodium Salts","2025-05-02 16:56:12"
"2566","Aspartame/Nutrasweet","2025-05-02 16:56:12"
"2567","Sodium Benzoate","2025-05-02 16:56:12"
"2568","Edible Bone Phosphate/Bone Meal","2025-05-02 16:56:12"
"2569","Carbon Black/Vegetable Carbon","2025-05-02 16:56:12"
"2570","Mineral Oil/Petrolatum","2025-05-02 16:56:12"
"2571","Artificial Flavours","2025-05-02 16:56:12"
"2572","Artificial Coors or FD&C Yellow No. 5 and others","2025-05-02 16:56:12"
"2573","Marshmallow containing Pork Gelatin","2025-05-02 16:56:12"
"2574","Soya Flour","2025-05-02 16:56:13"
"2575","Butylated Hydroxyanisole (BHA)","2025-05-02 16:56:13"
"2576","Soy Sauce","2025-05-02 16:58:37"
"2577","Alcohol in dry form is used as an ingredient","2025-05-02 16:58:37"
"2578","Onion","2025-05-02 16:58:37"
"2579","Garlic","2025-05-02 16:58:37"
"2580","Ginger","2025-05-02 16:58:37"
"2581","Sugar","2025-05-02 16:58:37"
"2582","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-02 16:58:37"
"2583","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 16:58:37"
"2584","Soybean Oil","2025-05-02 16:58:37"
"2585","Salt","2025-05-02 16:58:37"
"2586","Flour","2025-05-02 16:58:37"
"2587","Spices","2025-05-02 16:58:37"
"2588","Alcohol as solvent in flavor","2025-05-02 16:58:37"
"2589","Gluten","2025-05-02 16:58:37"
"2590","Enzyme Modified Soya Lecithin","2025-05-02 16:58:37"
"2591","Mustard","2025-05-02 16:58:37"
"2592","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 16:58:37"
"2593","Natural Flavoring","2025-05-02 16:58:37"
"2594","Soy Sauce","2025-05-02 16:58:37"
"2595","Cyclamic and its Calcium and Sodium Salts","2025-05-02 16:58:37"
"2596","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-02 16:58:37"
"2597","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 16:58:37"
"2598","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 16:58:37"
"2599","Soya Flour","2025-05-02 16:58:37"
"2600","Alcohol as solvent in flavor","2025-05-02 16:58:37"
"2601","Disodium Guanylate","2025-05-02 16:58:37"
"2602","Sodium Benzoate","2025-05-02 16:58:37"
"2603","Marshmallow containing Pork Gelatin","2025-05-02 16:58:37"
"2604","Buttermilk Solids","2025-05-02 16:58:37"
"2605","Natural Flavoring","2025-05-02 16:58:37"
"2606","Artificial Flavours","2025-05-02 16:58:37"
"2607","Acetic Acid","2025-05-02 16:58:37"
"2608","Citric Acid","2025-05-02 16:58:37"
"2609","Acetylated Distarch Adipate","2025-05-02 16:58:37"
"2610","Xanthan Gum/Corn Sugar Gum","2025-05-02 16:58:37"
"2611","Disodium Inosinate","2025-05-02 16:58:37"
"2612","Alcohol in dry form is used as an ingredient","2025-05-02 17:15:31"
"2613","Flour","2025-05-02 17:15:31"
"2614","Flour","2025-05-02 17:15:31"
"2615","Niacin","2025-05-02 17:15:31"
"2616","Iron","2025-05-02 17:15:31"
"2617","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-02 17:15:31"
"2618","Thiamine Mononitrate","2025-05-02 17:15:31"
"2619","Ascorbic acid or Vitamin C","2025-05-02 17:15:31"
"2620","Folic Acid","2025-05-02 17:15:31"
"2621","Vegetable Oils","2025-05-02 17:15:31"
"2622","High Fructose Corn Syrup","2025-05-02 17:15:31"
"2623","Soybean","2025-05-02 17:15:31"
"2624","Ascorbyl Palmitate","2025-05-02 17:15:31"
"2625","Starch Acetate Esterified with Acetic Anhydride","2025-05-02 17:15:31"
"2626","Cheese & Dairy Culture","2025-05-02 17:15:31"
"2627","Nonfat Dry milk","2025-05-02 17:15:31"
"2628","Whey","2025-05-02 17:15:31"
"2629","Hydrolyzed Vegetable Protein","2025-05-02 17:15:31"
"2630","Salt","2025-05-02 17:15:31"
"2631","Enzymes","2025-05-02 17:15:31"
"2632","Annatto","2025-05-02 17:15:31"
"2633","Salt","2025-05-02 17:15:31"
"2634","Paprika","2025-05-02 17:15:31"
"2635","Baker's Yeast","2025-05-02 17:15:31"
"2636","Paprika","2025-05-02 17:15:31"
"2637","Soy Lecithin","2025-05-02 17:15:31"
"2638","Wheat","2025-05-02 17:15:31"
"2639","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-05-02 17:15:31"
"2640","Soy Sauce","2025-05-02 17:15:31"
"2641","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-02 17:15:31"
"2642","Folic Acid","2025-05-02 17:15:31"
"2643","Carbon Black/Vegetable Carbon","2025-05-02 17:15:31"
"2644","Mineral Oil/Petrolatum","2025-05-02 17:15:31"
"2645","Canola Oil","2025-05-02 17:15:31"
"2646","Starch Acetate Esterified with Acetic Anhydride","2025-05-02 17:15:31"
"2647","tert-Butylhydroquinone/TBHQ","2025-05-02 17:15:31"
"2648","Azodicarbonamide/Azoformamide","2025-05-02 17:15:31"
"2649","Cheese & Dairy Culture","2025-05-02 17:15:31"
"2650","Buttermilk Solids","2025-05-02 17:15:31"
"2651","Capsanthin/Capsorubin/Paprika extract","2025-05-02 17:15:31"
"2652","Soya Flour","2025-05-02 17:15:31"
"2653","Lecithin","2025-05-02 17:15:31"
"2654","Cyclamic and its Calcium and Sodium Salts","2025-05-02 17:15:31"
"2655","Sodium Sorbate","2025-05-02 17:18:05"
"2656","Wheat","2025-05-02 17:18:05"
"2657","Cocoa Butter","2025-05-02 17:18:05"
"2658","Ginger","2025-05-02 17:18:05"
"2659","Brilliant Blue FCF/FD&C Blue 1 (C.I. 42090)","2025-05-02 17:18:05"
"2660","Ammonium Phosphatides/Emulsifier YN","2025-05-02 17:18:05"
"2661","Soy Lecithin","2025-05-02 17:18:05"
"2662","Buttermilk Solids","2025-05-02 17:18:05"
"2663","Soya Flour","2025-05-02 17:18:05"
"2664","Dried Milk","2025-05-02 17:18:05"
"2665","Hydrogenated Glucose Syrup","2025-05-02 17:18:05"
"2666","Raisin","2025-05-02 17:18:05"
"2667","Sodium Bicarbonate","2025-05-02 17:18:05"
"2668","Salt","2025-05-02 17:18:05"
"2669","Baker's Yeast","2025-05-02 17:18:05"
"2670","Polyoxyethylene (20) Sorbitan
Monostearate/Polysorbate 60/Tween 60","2025-05-02 17:18:05"
"2671","Gluten","2025-05-02 17:18:05"
"2672","Soy Sauce","2025-05-02 17:18:05"
"2673","Gluten","2025-05-02 17:18:05"
"2674","Chocolate","2025-05-02 17:18:05"
"2675","Chocolate","2025-05-02 17:18:05"
"2676","Polyoxyethylene (20) Sorbitan
Monolaurate/Polysorbate 20/Tween 20","2025-05-02 17:18:05"
"2677","Propionic Acid","2025-05-02 17:18:05"
"2678","Cocoa Butter","2025-05-02 17:18:06"
"2679","Ginger","2025-05-02 17:18:06"
"2680","Carbon Black/Vegetable Carbon","2025-05-02 17:18:06"
"2681","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-05-02 17:18:06"
"2682","Brown HT/Chocolate Brown HT (C.I. 20285)","2025-05-02 17:18:06"
"2683","Dried Milk","2025-05-02 17:18:06"
"2684","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-02 17:18:06"
"2685","Soya Flour","2025-05-02 17:18:06"
"2686","Marshmallow containing Pork Gelatin","2025-05-02 17:18:06"
"2687","Vitamin B5: As Pantotherric Acid","2025-05-02 17:18:06"
"2688","Marshmallow containing Pork Gelatin","2025-05-02 17:18:06"
"2689","Buttermilk Solids","2025-05-02 17:18:06"
"2690","Cyclamic and its Calcium and Sodium Salts","2025-05-02 17:18:06"
"2691","Sorbitan Monolaurate/Span 20","2025-05-02 17:18:06"
"2692","Sour Cream Solids","2025-05-02 17:18:06"
"2693","Brown HT/Chocolate Brown HT (C.I. 20285)","2025-05-02 17:18:06"
"2694","Alcohol in dry form is used as an ingredient","2025-05-02 17:35:05"
"2695","Flour","2025-05-02 17:35:05"
"2696","Flour","2025-05-02 17:35:05"
"2697","Niacin","2025-05-02 17:35:05"
"2698","Iron","2025-05-02 17:35:05"
"2699","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-02 17:35:05"
"2700","Thiamine Mononitrate","2025-05-02 17:35:05"
"2701","Ascorbic acid or Vitamin C","2025-05-02 17:35:05"
"2702","Folic Acid","2025-05-02 17:35:05"
"2703","Vegetable Oils","2025-05-02 17:35:05"
"2704","High Fructose Corn Syrup","2025-05-02 17:35:05"
"2705","Soybean","2025-05-02 17:35:05"
"2706","Ascorbyl Palmitate","2025-05-02 17:35:05"
"2707","Starch Acetate Esterified with Acetic Anhydride","2025-05-02 17:35:05"
"2708","Cheese & Dairy Culture","2025-05-02 17:35:05"
"2709","Nonfat Dry milk","2025-05-02 17:35:05"
"2710","Whey","2025-05-02 17:35:05"
"2711","Hydrolyzed Vegetable Protein","2025-05-02 17:35:05"
"2712","Salt","2025-05-02 17:35:05"
"2713","Enzymes","2025-05-02 17:35:05"
"2714","Annatto","2025-05-02 17:35:05"
"2715","Salt","2025-05-02 17:35:05"
"2716","Paprika","2025-05-02 17:35:05"
"2717","Baker's Yeast","2025-05-02 17:35:05"
"2718","Paprika","2025-05-02 17:35:05"
"2719","Soy Lecithin","2025-05-02 17:35:05"
"2720","Wheat","2025-05-02 17:35:05"
"2721","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-05-02 17:35:05"
"2722","Soy Sauce","2025-05-02 17:35:05"
"2723","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-02 17:35:05"
"2724","Folic Acid","2025-05-02 17:35:05"
"2725","Carbon Black/Vegetable Carbon","2025-05-02 17:35:05"
"2726","Mineral Oil/Petrolatum","2025-05-02 17:35:05"
"2727","Canola Oil","2025-05-02 17:35:05"
"2728","Starch Acetate Esterified with Acetic Anhydride","2025-05-02 17:35:05"
"2729","tert-Butylhydroquinone/TBHQ","2025-05-02 17:35:05"
"2730","Azodicarbonamide/Azoformamide","2025-05-02 17:35:05"
"2731","Cheese & Dairy Culture","2025-05-02 17:35:05"
"2732","Buttermilk Solids","2025-05-02 17:35:05"
"2733","Capsanthin/Capsorubin/Paprika extract","2025-05-02 17:35:05"
"2734","Soya Flour","2025-05-02 17:35:05"
"2735","Lecithin","2025-05-02 17:35:05"
"2736","Cyclamic and its Calcium and Sodium Salts","2025-05-02 17:35:05"
"2737","Alcohol in dry form is used as an ingredient","2025-05-02 20:56:34"
"2738","Oats","2025-05-02 20:56:34"
"2739","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 20:56:34"
"2740","Cranberry","2025-05-02 20:56:34"
"2741","Sugar","2025-05-02 20:56:34"
"2742","Flour","2025-05-02 20:56:34"
"2743","Edible Bone Phosphate/Bone Meal","2025-05-02 20:56:34"
"2744","Rice","2025-05-02 20:56:34"
"2745","Wheat","2025-05-02 20:56:34"
"2746","Flour","2025-05-02 20:56:34"
"2747","Hydrogenated Glucose Syrup","2025-05-02 20:56:34"
"2748","Corn","2025-05-02 20:56:34"
"2749","Honey","2025-05-02 20:56:34"
"2750","Malt","2025-05-02 20:56:34"
"2751","Bran","2025-05-02 20:56:34"
"2752","Flour","2025-05-02 20:56:34"
"2753","Salt","2025-05-02 20:56:34"
"2754","Dextrose","2025-05-02 20:56:34"
"2755","Flour","2025-05-02 20:56:34"
"2756","Raisin","2025-05-02 20:56:34"
"2757","Cream","2025-05-02 20:56:34"
"2758","Gluten","2025-05-02 20:56:34"
"2759","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-05-02 20:56:34"
"2760","Cyclamic and its Calcium and Sodium Salts","2025-05-02 20:56:34"
"2761","Aspartame/Nutrasweet","2025-05-02 20:56:34"
"2762","Sodium Benzoate","2025-05-02 20:56:34"
"2763","Edible Bone Phosphate/Bone Meal","2025-05-02 20:56:34"
"2764","Carbon Black/Vegetable Carbon","2025-05-02 20:56:34"
"2765","Mineral Oil/Petrolatum","2025-05-02 20:56:34"
"2766","Artificial Flavours","2025-05-02 20:56:34"
"2767","Artificial Coors or FD&C Yellow No. 5 and others","2025-05-02 20:56:34"
"2768","Marshmallow containing Pork Gelatin","2025-05-02 20:56:34"
"2769","Soya Flour","2025-05-02 20:56:34"
"2770","Butylated Hydroxyanisole (BHA)","2025-05-02 20:56:34"
"2771","Alcohol in dry form is used as an ingredient","2025-05-02 21:08:13"
"2772","Flour","2025-05-02 21:08:13"
"2773","Starch","2025-05-02 21:08:13"
"2774","Potato Starch","2025-05-02 21:08:13"
"2775","Vegetable Oils","2025-05-02 21:08:13"
"2776","Salt","2025-05-02 21:08:13"
"2777","Salt","2025-05-02 21:08:13"
"2778","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:08:13"
"2779","Soya Flour","2025-05-02 21:08:13"
"2780","Soy Sauce","2025-05-02 21:08:13"
"2781","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:08:13"
"2782","Vanilla Bean Powder","2025-05-02 21:08:13"
"2783","Hydrolyzed Vegetable Protein","2025-05-02 21:08:13"
"2784","Corn","2025-05-02 21:08:13"
"2785","Dextrin","2025-05-02 21:08:13"
"2786","Baker's Yeast Extract","2025-05-02 21:08:13"
"2787","Spices","2025-05-02 21:08:13"
"2788","Sugar","2025-05-02 21:08:13"
"2789","Fructose","2025-05-02 21:08:13"
"2790","Soybean","2025-05-02 21:08:13"
"2791","Flour","2025-05-02 21:08:13"
"2792","Corn","2025-05-02 21:08:13"
"2793","Hydrogenated Glucose Syrup","2025-05-02 21:08:13"
"2794","Dried Milk","2025-05-02 21:08:13"
"2795","Gluten","2025-05-02 21:08:13"
"2796","Cocoa Butter","2025-05-02 21:08:13"
"2797","Starch","2025-05-02 21:08:13"
"2798","Wheat","2025-05-02 21:08:13"
"2799","Carbon Black/Vegetable Carbon","2025-05-02 21:08:13"
"2800","Mineral Oil/Petrolatum","2025-05-02 21:08:13"
"2801","Mineral Oil/Petrolatum","2025-05-02 21:08:13"
"2802","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:08:13"
"2803","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:08:13"
"2804","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:08:13"
"2805","Polyoxyethylene (8) Stearate","2025-05-02 21:08:13"
"2806","Capsanthin/Capsorubin/Paprika extract","2025-05-02 21:08:13"
"2807","TBHQ Textured Vegetable Protein","2025-05-02 21:08:13"
"2808","Turola Yeast","2025-05-02 21:08:13"
"2809","Soya Flour","2025-05-02 21:08:13"
"2810","Artificial Flavours","2025-05-02 21:08:13"
"2811","Vegetable Oils","2025-05-02 21:08:13"
"2812","Dried Milk","2025-05-02 21:08:13"
"2813","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:08:13"
"2814","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-02 21:08:13"
"2815","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-02 21:08:13"
"2816","Sodium Hexametaphosphate","2025-05-02 21:08:13"
"2817","Sodium Phosphates","2025-05-02 21:08:13"
"2818","Lecithins","2025-05-02 21:08:13"
"2819","Sorbitol/Sorbitol Syrup","2025-05-02 21:08:13"
"2820","Disodium Guanylate","2025-05-02 21:08:13"
"2821","Monosodium Glutamate/MSG","2025-05-02 21:08:13"
"2822","Disodium Inosinate","2025-05-02 21:08:13"
"2823","Acacia/Gum Arabic","2025-05-02 21:08:13"
"2824","Alcohol in dry form is used as an ingredient","2025-05-02 21:26:43"
"2825","Flour","2025-05-02 21:26:43"
"2826","Starch","2025-05-02 21:26:43"
"2827","Potato Starch","2025-05-02 21:26:43"
"2828","Vegetable Oils","2025-05-02 21:26:43"
"2829","Salt","2025-05-02 21:26:43"
"2830","Salt","2025-05-02 21:26:43"
"2831","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:26:43"
"2832","Soya Flour","2025-05-02 21:26:43"
"2833","Soy Sauce","2025-05-02 21:26:43"
"2834","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:26:43"
"2835","Vanilla Bean Powder","2025-05-02 21:26:43"
"2836","Hydrolyzed Vegetable Protein","2025-05-02 21:26:43"
"2837","Corn","2025-05-02 21:26:43"
"2838","Dextrin","2025-05-02 21:26:43"
"2839","Baker's Yeast Extract","2025-05-02 21:26:43"
"2840","Spices","2025-05-02 21:26:43"
"2841","Sugar","2025-05-02 21:26:43"
"2842","Fructose","2025-05-02 21:26:43"
"2843","Soybean","2025-05-02 21:26:43"
"2844","Flour","2025-05-02 21:26:43"
"2845","Corn","2025-05-02 21:26:43"
"2846","Hydrogenated Glucose Syrup","2025-05-02 21:26:43"
"2847","Dried Milk","2025-05-02 21:26:43"
"2848","Gluten","2025-05-02 21:26:43"
"2849","Cocoa Butter","2025-05-02 21:26:43"
"2850","Starch","2025-05-02 21:26:43"
"2851","Wheat","2025-05-02 21:26:43"
"2852","Carbon Black/Vegetable Carbon","2025-05-02 21:26:43"
"2853","Mineral Oil/Petrolatum","2025-05-02 21:26:43"
"2854","Mineral Oil/Petrolatum","2025-05-02 21:26:43"
"2855","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:26:43"
"2856","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:26:43"
"2857","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:26:43"
"2858","Polyoxyethylene (8) Stearate","2025-05-02 21:26:43"
"2859","Capsanthin/Capsorubin/Paprika extract","2025-05-02 21:26:43"
"2860","TBHQ Textured Vegetable Protein","2025-05-02 21:26:43"
"2861","Turola Yeast","2025-05-02 21:26:43"
"2862","Soya Flour","2025-05-02 21:26:43"
"2863","Artificial Flavours","2025-05-02 21:26:44"
"2864","Vegetable Oils","2025-05-02 21:26:44"
"2865","Dried Milk","2025-05-02 21:26:44"
"2866","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:26:44"
"2867","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-02 21:26:44"
"2868","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-02 21:26:44"
"2869","Sodium Hexametaphosphate","2025-05-02 21:26:44"
"2870","Sodium Phosphates","2025-05-02 21:26:44"
"2871","Lecithins","2025-05-02 21:26:44"
"2872","Sorbitol/Sorbitol Syrup","2025-05-02 21:26:44"
"2873","Disodium Guanylate","2025-05-02 21:26:44"
"2874","Monosodium Glutamate/MSG","2025-05-02 21:26:44"
"2875","Disodium Inosinate","2025-05-02 21:26:44"
"2876","Acacia/Gum Arabic","2025-05-02 21:26:44"
"2877","Alcohol in dry form is used as an ingredient","2025-05-02 21:31:53"
"2878","Flour","2025-05-02 21:31:53"
"2879","Starch","2025-05-02 21:31:53"
"2880","Potato Starch","2025-05-02 21:31:53"
"2881","Vegetable Oils","2025-05-02 21:31:53"
"2882","Salt","2025-05-02 21:31:53"
"2883","Salt","2025-05-02 21:31:53"
"2884","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:31:53"
"2885","Soya Flour","2025-05-02 21:31:53"
"2886","Soy Sauce","2025-05-02 21:31:53"
"2887","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:31:53"
"2888","Vanilla Bean Powder","2025-05-02 21:31:53"
"2889","Hydrolyzed Vegetable Protein","2025-05-02 21:31:53"
"2890","Corn","2025-05-02 21:31:53"
"2891","Dextrin","2025-05-02 21:31:53"
"2892","Yeast Extract","2025-05-02 21:31:53"
"2893","Spices","2025-05-02 21:31:53"
"2894","Sugar","2025-05-02 21:31:53"
"2895","Fructose","2025-05-02 21:31:53"
"2896","Soybean","2025-05-02 21:31:53"
"2897","Flour","2025-05-02 21:31:53"
"2898","Corn","2025-05-02 21:31:53"
"2899","Hydrogenated Glucose Syrup","2025-05-02 21:31:53"
"2900","Dried Milk","2025-05-02 21:31:53"
"2901","Gluten","2025-05-02 21:31:53"
"2902","Cocoa Butter","2025-05-02 21:31:53"
"2903","Starch","2025-05-02 21:31:53"
"2904","Wheat","2025-05-02 21:31:53"
"2905","Carbon Black/Vegetable Carbon","2025-05-02 21:31:53"
"2906","Mineral Oil/Petrolatum","2025-05-02 21:31:53"
"2907","Mineral Oil/Petrolatum","2025-05-02 21:31:53"
"2908","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:31:53"
"2909","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:31:53"
"2910","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:31:53"
"2911","Polyoxyethylene (8) Stearate","2025-05-02 21:31:53"
"2912","Capsanthin/Capsorubin/Paprika extract","2025-05-02 21:31:53"
"2913","TBHQ Textured Vegetable Protein","2025-05-02 21:31:53"
"2914","Turola Yeast","2025-05-02 21:31:53"
"2915","Soya Flour","2025-05-02 21:31:53"
"2916","Artificial Flavours","2025-05-02 21:31:53"
"2917","Vegetable Oils","2025-05-02 21:31:53"
"2918","Dried Milk","2025-05-02 21:31:53"
"2919","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:31:53"
"2920","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-02 21:31:53"
"2921","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-02 21:31:53"
"2922","Sodium Hexametaphosphate","2025-05-02 21:31:53"
"2923","Sodium Phosphates","2025-05-02 21:31:53"
"2924","Lecithins","2025-05-02 21:31:53"
"2925","Sorbitol/Sorbitol Syrup","2025-05-02 21:31:53"
"2926","Disodium Guanylate","2025-05-02 21:31:53"
"2927","Monosodium Glutamate/MSG","2025-05-02 21:31:53"
"2928","Disodium Inosinate","2025-05-02 21:31:53"
"2929","Acacia/Gum Arabic","2025-05-02 21:31:53"
