"id","ingredient_name","scanned_at"
"1","Flour","2025-04-26 00:25:12"
"2","Flour","2025-04-26 00:25:12"
"3","Wheat","2025-04-26 00:25:12"
"4","Wheat Flour","2025-04-26 00:25:12"
"5","Niacin","2025-04-26 00:25:12"
"6","Iron","2025-04-26 00:25:12"
"7","Folic Acid","2025-04-26 00:25:12"
"8","Soybean","2025-04-26 00:25:12"
"9","Whey","2025-04-26 00:25:12"
"10","Salt","2025-04-26 00:25:12"
"11","Enzymes","2025-04-26 00:25:12"
"12","Annatto","2025-04-26 00:25:12"
"13","Salt","2025-04-26 00:25:12"
"14","Paprika","2025-04-26 00:25:12"
"15","Paprika","2025-04-26 00:25:12"
"16","Wheat","2025-04-26 00:25:12"
"17","Sugar","2025-04-26 00:25:48"
"18","Dextrose","2025-04-26 00:25:48"
"19","Starch","2025-04-26 00:25:48"
"20","Potato Starch","2025-04-26 00:25:48"
"21","Starch","2025-04-26 00:25:48"
"22","Citric Acid","2025-04-26 00:25:48"
"23","Citric Acid","2025-04-26 00:25:48"
"24","Lactic Acid","2025-04-26 00:25:48"
"25","Lactic Acid","2025-04-26 00:25:48"
"26","Rice","2025-04-26 00:25:48"
"27","Sugar","2025-04-26 00:25:48"
"28","Pectin","2025-04-26 00:25:48"
"29","Pectin","2025-04-26 00:25:48"
"30","Paprika","2025-04-26 00:25:48"
"31","Coconut","2025-04-26 00:25:48"
"32","Carnauba Wax","2025-04-26 00:25:48"
"33","Carnauba Wax","2025-04-26 00:25:48"
"34","Oats","2025-04-26 00:25:59"
"35","Cranberry","2025-04-26 00:25:59"
"36","Sugar","2025-04-26 00:25:59"
"37","Flour","2025-04-26 00:25:59"
"38","Oat Flour","2025-04-26 00:25:59"
"39","Rice","2025-04-26 00:25:59"
"40","Wheat","2025-04-26 00:25:59"
"41","Flour","2025-04-26 00:25:59"
"42","Rice","2025-04-26 00:25:59"
"43","Corn","2025-04-26 00:25:59"
"44","Corn Flour","2025-04-26 00:25:59"
"45","Flour","2025-04-26 00:25:59"
"46","Honey","2025-04-26 00:25:59"
"47","Malt","2025-04-26 00:25:59"
"48","Bran","2025-04-26 00:26:00"
"49","Wheat","2025-04-26 00:26:00"
"50","Flour","2025-04-26 00:26:00"
"51","Wheat","2025-04-26 00:26:00"
"52","Wheat Flour","2025-04-26 00:26:00"
"53","Salt","2025-04-26 00:26:00"
"54","Dextrose","2025-04-26 00:26:00"
"55","Flour","2025-04-26 00:26:00"
"56","Raisin","2025-04-26 00:26:00"
"57","Cream","2025-04-26 00:26:00"
"58","Gluten","2025-04-26 00:26:00"
"59","Flour","2025-04-26 00:26:09"
"60","Flour","2025-04-26 00:26:09"
"61","Wheat","2025-04-26 00:26:09"
"62","Wheat Flour","2025-04-26 00:26:09"
"63","Flour","2025-04-26 00:26:09"
"64","Malt","2025-04-26 00:26:09"
"65","Niacin","2025-04-26 00:26:09"
"66","Iron","2025-04-26 00:26:09"
"67","Folic Acid","2025-04-26 00:26:09"
"68","Sugar","2025-04-26 00:26:09"
"69","Corn","2025-04-26 00:26:09"
"70","Salt","2025-04-26 00:26:09"
"71","Soybean","2025-04-26 00:26:09"
"72","Soybean Oil","2025-04-26 00:26:09"
"73","Honey","2025-04-26 00:26:09"
"74","Egg","2025-04-26 00:26:09"
"75","Onion","2025-04-26 00:26:19"
"76","Garlic","2025-04-26 00:26:19"
"77","Ginger","2025-04-26 00:26:19"
"78","Sugar","2025-04-26 00:26:19"
"79","Salt","2025-04-26 00:26:19"
"80","Flour","2025-04-26 00:26:19"
"81","Soya Sauce","2025-04-26 00:26:19"
"82","Spices","2025-04-26 00:26:19"
"83","Gluten","2025-04-26 00:26:19"
"84","Mustard","2025-04-26 00:26:19"
"85","Sugar","2025-04-26 00:26:34"
"86","Flour","2025-04-26 00:26:35"
"87","Wheat","2025-04-26 00:26:35"
"88","Wheat Flour","2025-04-26 00:26:35"
"89","Niacin","2025-04-26 00:26:35"
"90","Egg","2025-04-26 00:26:35"
"91","Rapeseed","2025-04-26 00:26:35"
"92","Pectin","2025-04-26 00:26:35"
"93","Pectin","2025-04-26 00:26:35"
"94","Citric Acid","2025-04-26 00:26:35"
"95","Citric Acid","2025-04-26 00:26:35"
"96","Sodium Citrate","2025-04-26 00:26:35"
"97","Chocolate","2025-04-26 00:26:35"
"98","Cocoa Butter","2025-04-26 00:26:35"
"99","Lecithins","2025-04-26 00:26:35"
"100","Chocolate","2025-04-26 00:26:35"
"101","Fructose","2025-04-26 00:26:35"
"102","Anthocyanins","2025-04-26 00:26:35"
"103","Corn","2025-04-26 00:26:35"
"104","Flour","2025-04-26 00:26:35"
"105","Starch","2025-04-26 00:26:35"
"106","Wheat","2025-04-26 00:26:35"
"107","Invert Sugar","2025-04-26 00:26:35"
"108","Sugar","2025-04-26 00:26:35"
"109","Raisin","2025-04-26 00:26:35"
"110","Potassium Sorbate","2025-04-26 00:26:35"
"111","Caramel","2025-04-26 00:26:35"
"112","Caramel","2025-04-26 00:26:35"
"113","Olive Oil","2025-04-26 00:26:44"
"114","Rapeseed","2025-04-26 00:26:44"
"115","Flour","2025-04-26 00:26:53"
"116","Wheat","2025-04-26 00:26:53"
"117","Wheat Flour","2025-04-26 00:26:53"
"118","Starch","2025-04-26 00:26:53"
"119","Salt","2025-04-26 00:26:53"
"120","Salt","2025-04-26 00:26:53"
"121","Corn","2025-04-26 00:26:53"
"122","Dextrin","2025-04-26 00:26:53"
"123","Dextrin","2025-04-26 00:26:53"
"124","Malt","2025-04-26 00:26:53"
"125","Maltodextrin","2025-04-26 00:26:53"
"126","Spices","2025-04-26 00:26:53"
"127","Sugar","2025-04-26 00:26:53"
"128","Soybean","2025-04-26 00:26:53"
"129","Corn","2025-04-26 00:26:53"
"130","Corn Flour","2025-04-26 00:26:53"
"131","Flour","2025-04-26 00:26:53"
"132","Gluten","2025-04-26 00:26:53"
"133","Wheat","2025-04-26 00:26:53"
"134","Starch","2025-04-26 00:26:53"
"135","Oats","2025-04-26 16:18:51"
"136","Cranberry","2025-04-26 16:18:51"
"137","Sugar","2025-04-26 16:18:51"
"138","Flour","2025-04-26 16:18:51"
"139","Oat Flour","2025-04-26 16:18:51"
"140","Rice","2025-04-26 16:18:51"
"141","Wheat","2025-04-26 16:18:51"
"142","Flour","2025-04-26 16:18:51"
"143","Rice","2025-04-26 16:18:51"
"144","Corn","2025-04-26 16:18:51"
"145","Corn Flour","2025-04-26 16:18:51"
"146","Flour","2025-04-26 16:18:51"
"147","Honey","2025-04-26 16:18:51"
"148","Malt","2025-04-26 16:18:51"
"149","Bran","2025-04-26 16:18:51"
"150","Wheat","2025-04-26 16:18:51"
"151","Flour","2025-04-26 16:18:51"
"152","Wheat","2025-04-26 16:18:51"
"153","Wheat Flour","2025-04-26 16:18:51"
"154","Salt","2025-04-26 16:18:51"
"155","Dextrose","2025-04-26 16:18:51"
"156","Flour","2025-04-26 16:18:51"
"157","Raisin","2025-04-26 16:18:51"
"158","Cream","2025-04-26 16:18:51"
"159","Gluten","2025-04-26 16:18:51"
"160","Onion","2025-04-26 16:19:48"
"161","Garlic","2025-04-26 16:19:48"
"162","Ginger","2025-04-26 16:19:48"
"163","Sugar","2025-04-26 16:19:48"
"164","Salt","2025-04-26 16:19:48"
"165","Flour","2025-04-26 16:19:48"
"166","Spices","2025-04-26 16:19:48"
"167","Gluten","2025-04-26 16:19:48"
"168","Mustard","2025-04-26 16:19:48"
"169","Sugar","2025-04-26 16:20:36"
"170","Flour","2025-04-26 16:20:36"
"171","Wheat","2025-04-26 16:20:36"
"172","Wheat Flour","2025-04-26 16:20:36"
"173","Niacin","2025-04-26 16:20:36"
"174","Egg","2025-04-26 16:20:36"
"175","Rapeseed","2025-04-26 16:20:36"
"176","Pectin","2025-04-26 16:20:36"
"177","Pectin","2025-04-26 16:20:36"
"178","Citric Acid","2025-04-26 16:20:36"
"179","Citric Acid","2025-04-26 16:20:36"
"180","Sodium Citrate","2025-04-26 16:20:36"
"181","Chocolate","2025-04-26 16:20:36"
"182","Cocoa Butter","2025-04-26 16:20:36"
"183","Lecithins","2025-04-26 16:20:36"
"184","Chocolate","2025-04-26 16:20:36"
"185","Fructose","2025-04-26 16:20:36"
"186","Anthocyanins","2025-04-26 16:20:36"
"187","Corn","2025-04-26 16:20:36"
"188","Flour","2025-04-26 16:20:36"
"189","Starch","2025-04-26 16:20:36"
"190","Wheat","2025-04-26 16:20:36"
"191","Invert Sugar","2025-04-26 16:20:36"
"192","Sugar","2025-04-26 16:20:36"
"193","Raisin","2025-04-26 16:20:36"
"194","Potassium Sorbate","2025-04-26 16:20:36"
"195","Caramel","2025-04-26 16:20:36"
"196","Caramel","2025-04-26 16:20:36"
"197","Oats","2025-04-26 16:34:38"
"198","Cranberry","2025-04-26 16:34:38"
"199","Sugar","2025-04-26 16:34:38"
"200","Flour","2025-04-26 16:34:38"
"201","Oat Flour","2025-04-26 16:34:38"
"202","Rice","2025-04-26 16:34:38"
"203","Wheat","2025-04-26 16:34:38"
"204","Flour","2025-04-26 16:34:38"
"205","Rice","2025-04-26 16:34:38"
"206","Corn","2025-04-26 16:34:38"
"207","Corn Flour","2025-04-26 16:34:38"
"208","Flour","2025-04-26 16:34:38"
"209","Honey","2025-04-26 16:34:38"
"210","Malt","2025-04-26 16:34:38"
"211","Bran","2025-04-26 16:34:38"
"212","Wheat","2025-04-26 16:34:38"
"213","Flour","2025-04-26 16:34:38"
"214","Wheat","2025-04-26 16:34:38"
"215","Wheat Flour","2025-04-26 16:34:38"
"216","Salt","2025-04-26 16:34:38"
"217","Dextrose","2025-04-26 16:34:38"
"218","Flour","2025-04-26 16:34:38"
"219","Raisin","2025-04-26 16:34:38"
"220","Cream","2025-04-26 16:34:38"
"221","Gluten","2025-04-26 16:34:38"
"222","Olive Oil","2025-04-26 16:42:36"
"223","Rapeseed","2025-04-26 16:42:36"
"224","Flour","2025-04-26 16:42:46"
"225","Wheat","2025-04-26 16:42:46"
"226","Wheat Flour","2025-04-26 16:42:46"
"227","Starch","2025-04-26 16:42:46"
"228","Salt","2025-04-26 16:42:46"
"229","Salt","2025-04-26 16:42:46"
"230","Corn","2025-04-26 16:42:46"
"231","Dextrin","2025-04-26 16:42:46"
"232","Dextrin","2025-04-26 16:42:46"
"233","Malt","2025-04-26 16:42:46"
"234","Maltodextrin","2025-04-26 16:42:46"
"235","Soy Sauce","2025-04-26 16:42:46"
"236","Spices","2025-04-26 16:42:46"
"237","Sugar","2025-04-26 16:42:46"
"238","Soybean","2025-04-26 16:42:46"
"239","Corn","2025-04-26 16:42:46"
"240","Corn Flour","2025-04-26 16:42:46"
"241","Flour","2025-04-26 16:42:46"
"242","Gluten","2025-04-26 16:42:46"
"243","Wheat","2025-04-26 16:42:46"
"244","Starch","2025-04-26 16:42:46"
"245","Sodium Sorbate","2025-04-27 17:14:31"
"246","Wheat","2025-04-27 17:14:31"
"247","Cocoa Butter","2025-04-27 17:14:31"
"248","Ginger","2025-04-27 17:14:31"
"249","Brilliant Blue FCF/FD&C Blue 1 (C.I. 42090)","2025-04-27 17:14:31"
"250","Ammonium Phosphatides/Emulsifier YN","2025-04-27 17:14:31"
"251","Soya Lecithin","2025-04-27 17:14:31"
"252","Buttermilk Solids","2025-04-27 17:14:31"
"253","Soya Flour","2025-04-27 17:14:31"
"254","Dried Milk","2025-04-27 17:14:31"
"255","Hydrogenated Glucose Syrup","2025-04-27 17:14:31"
"256","Raisin","2025-04-27 17:14:31"
"257","Sodium Bicarbonate","2025-04-27 17:14:31"
"258","Salt","2025-04-27 17:14:31"
"259","Baker's Yeast","2025-04-27 17:14:31"
"260","Polyoxyethylene (20) Sorbitan
Monostearate/Polysorbate 60/Tween 60","2025-04-27 17:14:31"
"261","Gluten","2025-04-27 17:14:31"
"262","Soy Sauce","2025-04-27 17:14:31"
"263","Gluten","2025-04-27 17:14:31"
"264","Chocolate","2025-04-27 17:14:31"
"265","Chocolate","2025-04-27 17:14:31"
"266","Polyoxyethylene (20) Sorbitan
Monolaurate/Polysorbate 20/Tween 20","2025-04-27 17:14:31"
"267","Hydrogenated Glucose Syrup","2025-04-27 17:15:40"
"268","Sugar","2025-04-27 17:15:40"
"269","Dextrose","2025-04-27 17:15:40"
"270","Enzyme Modified Soya Lecithin","2025-04-27 17:15:40"
"271","Starch","2025-04-27 17:15:40"
"272","Potato Starch","2025-04-27 17:15:40"
"273","Sorbic Acid","2025-04-27 17:15:40"
"274","Citric Acid","2025-04-27 17:15:40"
"275","Malic Acid (DL- or L-)","2025-04-27 17:15:40"
"276","Lactic Acid","2025-04-27 17:15:40"
"277","Rice","2025-04-27 17:15:40"
"278","Invert Sugar","2025-04-27 17:15:40"
"279","Sugar","2025-04-27 17:15:40"
"280","Pectin","2025-04-27 17:15:40"
"281","Brewer's Yeast Extract or Autolyzed Yeast from beer","2025-04-27 17:15:40"
"282","Natural Flavoring","2025-04-27 17:15:40"
"283","Paprika","2025-04-27 17:15:40"
"284","Coconut","2025-04-27 17:15:40"
"285","Canola Oil","2025-04-27 17:15:40"
"286","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-27 17:15:41"
"287","Whey Protein Concentrate","2025-04-27 17:15:41"
"288","Horseradish","2025-04-27 17:15:41"
"289","Carnauba Wax","2025-04-27 17:15:41"
"290","Hydrolyzed Vegetable Protein","2025-04-27 17:15:41"
"291","Alcohol in dry form is used as an ingredient","2025-04-27 17:15:51"
"292","Oats","2025-04-27 17:15:51"
"293","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-27 17:15:51"
"294","Cranberry","2025-04-27 17:15:51"
"295","Sugar","2025-04-27 17:15:51"
"296","Flour","2025-04-27 17:15:51"
"297","Edible Bone Phosphate/Bone Meal","2025-04-27 17:15:51"
"298","Rice","2025-04-27 17:15:51"
"299","Wheat","2025-04-27 17:15:51"
"300","Flour","2025-04-27 17:15:51"
"301","Hydrogenated Glucose Syrup","2025-04-27 17:15:51"
"302","Corn","2025-04-27 17:15:51"
"303","Honey","2025-04-27 17:15:51"
"304","Malt","2025-04-27 17:15:51"
"305","Bran","2025-04-27 17:15:51"
"306","Flour","2025-04-27 17:15:51"
"307","Salt","2025-04-27 17:15:51"
"308","Dextrose","2025-04-27 17:15:51"
"309","Flour","2025-04-27 17:15:51"
"310","Vitamin A as Retinol","2025-04-27 17:15:51"
"311","Raisin","2025-04-27 17:15:51"
"312","Mineral Oil/Petrolatum","2025-04-27 17:15:51"
"313","Cream","2025-04-27 17:15:51"
"314","Gluten","2025-04-27 17:15:51"
"315","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-04-27 17:15:51"
"316","Iron","2025-04-27 17:21:43"
"317","Sodium Sorbate","2025-04-27 17:21:43"
"318","Wheat","2025-04-27 17:21:43"
"319","Cocoa Butter","2025-04-27 17:21:43"
"320","Ginger","2025-04-27 17:21:43"
"321","Brilliant Blue FCF/FD&C Blue 1 (C.I. 42090)","2025-04-27 17:21:43"
"322","Ammonium Phosphatides/Emulsifier YN","2025-04-27 17:21:43"
"323","Soya Lecithin","2025-04-27 17:21:43"
"324","Chocolate","2025-04-27 17:21:43"
"325","Buttermilk Solids","2025-04-27 17:21:43"
"326","Soya Flour","2025-04-27 17:21:43"
"327","Dried Milk","2025-04-27 17:21:43"
"328","Hydrogenated Glucose Syrup","2025-04-27 17:21:43"
"329","Raisin","2025-04-27 17:21:43"
"330","Sodium Bicarbonate","2025-04-27 17:21:43"
"331","Salt","2025-04-27 17:21:43"
"332","Baker's Yeast","2025-04-27 17:21:43"
"333","Polyoxyethylene (20) Sorbitan
Monostearate/Polysorbate 60/Tween 60","2025-04-27 17:21:43"
"334","Corn","2025-04-27 17:21:43"
"335","Gluten","2025-04-27 17:21:43"
"336","Soy Sauce","2025-04-27 17:21:43"
"337","Gluten","2025-04-27 17:21:43"
"338","Chocolate","2025-04-27 17:21:43"
"339","Chocolate","2025-04-27 17:21:43"
"340","Polyoxyethylene (20) Sorbitan
Monolaurate/Polysorbate 20/Tween 20","2025-04-27 17:21:43"
"341","Rye","2025-04-27 17:21:43"
"342","Lecithins","2025-04-27 17:21:43"
"343","Benzaldehyde","2025-04-27 17:21:43"
"344","Acacia/Gum Arabic","2025-04-27 17:21:43"
"345","Iron","2025-04-27 17:23:06"
"346","Sodium Sorbate","2025-04-27 17:23:06"
"347","Wheat","2025-04-27 17:23:06"
"348","Cocoa Butter","2025-04-27 17:23:06"
"349","Ginger","2025-04-27 17:23:06"
"350","Brilliant Blue FCF/FD&C Blue 1 (C.I. 42090)","2025-04-27 17:23:06"
"351","Ammonium Phosphatides/Emulsifier YN","2025-04-27 17:23:06"
"352","Soya Lecithin","2025-04-27 17:23:06"
"353","Chocolate","2025-04-27 17:23:06"
"354","Buttermilk Solids","2025-04-27 17:23:06"
"355","Soya Flour","2025-04-27 17:23:06"
"356","Dried Milk","2025-04-27 17:23:06"
"357","Hydrogenated Glucose Syrup","2025-04-27 17:23:06"
"358","Raisin","2025-04-27 17:23:06"
"359","Sodium Bicarbonate","2025-04-27 17:23:06"
"360","Salt","2025-04-27 17:23:07"
"361","Baker's Yeast","2025-04-27 17:23:07"
"362","Polyoxyethylene (20) Sorbitan
Monostearate/Polysorbate 60/Tween 60","2025-04-27 17:23:07"
"363","Corn","2025-04-27 17:23:07"
"364","Gluten","2025-04-27 17:23:07"
"365","Soy Sauce","2025-04-27 17:23:07"
"366","Gluten","2025-04-27 17:23:07"
"367","Chocolate","2025-04-27 17:23:07"
"368","Chocolate","2025-04-27 17:23:07"
"369","Polyoxyethylene (20) Sorbitan
Monolaurate/Polysorbate 20/Tween 20","2025-04-27 17:23:07"
"370","Rye","2025-04-27 17:23:07"
"371","Lecithins","2025-04-27 17:23:07"
"372","Benzaldehyde","2025-04-27 17:23:07"
"373","Acacia/Gum Arabic","2025-04-27 17:23:07"
"374","Alcohol in dry form is used as an ingredient","2025-04-27 17:27:45"
"375","Flour","2025-04-27 17:27:45"
"376","Flour","2025-04-27 17:27:45"
"377","Flour","2025-04-27 17:27:45"
"378","Sorbic Acid","2025-04-27 17:27:45"
"379","Corn","2025-04-27 17:27:45"
"380","Niacin","2025-04-27 17:27:45"
"381","Iron","2025-04-27 17:27:45"
"382","Thiamine Mononitrate","2025-04-27 17:27:45"
"383","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-27 17:27:45"
"384","Folic Acid","2025-04-27 17:27:45"
"385","Sugar","2025-04-27 17:27:45"
"386","Corn","2025-04-27 17:27:45"
"387","Salt","2025-04-27 17:27:45"
"388","Baking Soda","2025-04-27 17:27:45"
"389","Sodium Acid Pyrophosphate","2025-04-27 17:27:45"
"390","Soybean","2025-04-27 17:27:45"
"391","Honey","2025-04-27 17:27:45"
"392","Natural Flavors","2025-04-27 17:27:45"
"393","Marshmallow containing Pork Gelatin","2025-04-27 17:27:45"
"394","Wheat","2025-04-27 17:27:45"
"395","Dried Milk","2025-04-27 17:27:45"
"396","Egg","2025-04-27 17:27:45"
"397","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-27 17:27:45"
"398","Alcohol in dry form is used as an ingredient","2025-04-27 17:27:58"
"399","Flour","2025-04-27 17:27:58"
"400","Starch","2025-04-27 17:27:58"
"401","Potato Starch","2025-04-27 17:27:58"
"402","Wheat","2025-04-27 17:27:58"
"403","Vegetable Oils","2025-04-27 17:27:58"
"404","Corn","2025-04-27 17:27:58"
"405","Salt","2025-04-27 17:27:58"
"406","Salt","2025-04-27 17:27:58"
"407","Ammonium Phosphatides/Emulsifier YN","2025-04-27 17:27:58"
"408","Soya Flour","2025-04-27 17:27:58"
"409","Soy Sauce","2025-04-27 17:27:58"
"410","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-27 17:27:58"
"411","Vanilla Bean Powder","2025-04-27 17:27:58"
"412","Hydrolyzed Vegetable Protein","2025-04-27 17:27:58"
"413","Dextrin","2025-04-27 17:27:58"
"414","Baker's Yeast Extract","2025-04-27 17:27:58"
"415","Spices","2025-04-27 17:27:58"
"416","Sugar","2025-04-27 17:27:58"
"417","Fructose","2025-04-27 17:27:58"
"418","Softener","2025-04-27 17:27:58"
"419","Soybean","2025-04-27 17:27:58"
"420","Flour","2025-04-27 17:27:58"
"421","Corn","2025-04-27 17:27:58"
"422","Hydrogenated Glucose Syrup","2025-04-27 17:27:58"
"423","Dried Milk","2025-04-27 17:27:58"
"424","Gluten","2025-04-27 17:27:58"
"425","Cocoa Butter","2025-04-27 17:27:58"
"426","Starch","2025-04-27 17:27:58"
"427","Alcohol in dry form is used as an ingredient","2025-04-27 17:33:28"
"428","Flour","2025-04-27 17:33:28"
"429","Starch","2025-04-27 17:33:28"
"430","Potato Starch","2025-04-27 17:33:28"
"431","Wheat","2025-04-27 17:33:28"
"432","Vegetable Oils","2025-04-27 17:33:28"
"433","Corn","2025-04-27 17:33:28"
"434","Salt","2025-04-27 17:33:28"
"435","Salt","2025-04-27 17:33:28"
"436","Ammonium Phosphatides/Emulsifier YN","2025-04-27 17:33:28"
"437","Soya Flour","2025-04-27 17:33:28"
"438","Soy Sauce","2025-04-27 17:33:28"
"439","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-27 17:33:28"
"440","Vanilla Bean Powder","2025-04-27 17:33:28"
"441","Hydrolyzed Vegetable Protein","2025-04-27 17:33:28"
"442","Dextrin","2025-04-27 17:33:28"
"443","Baker's Yeast Extract","2025-04-27 17:33:28"
"444","Spices","2025-04-27 17:33:28"
"445","Sugar","2025-04-27 17:33:28"
"446","Fructose","2025-04-27 17:33:28"
"447","Softener","2025-04-27 17:33:28"
"448","Soybean","2025-04-27 17:33:28"
"449","Flour","2025-04-27 17:33:28"
"450","Corn","2025-04-27 17:33:28"
"451","Hydrogenated Glucose Syrup","2025-04-27 17:33:28"
"452","Dried Milk","2025-04-27 17:33:28"
"453","Gluten","2025-04-27 17:33:28"
"454","Cocoa Butter","2025-04-27 17:33:28"
"455","Starch","2025-04-27 17:33:28"
"456","Soy Sauce","2025-04-27 17:40:48"
"457","Alcohol in dry form is used as an ingredient","2025-04-27 17:40:48"
"458","Beer Batters","2025-04-27 17:40:48"
"459","Vegetable Oils","2025-04-27 17:40:48"
"460","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-27 17:40:48"
"461","Onion","2025-04-27 17:40:48"
"462","Garlic","2025-04-27 17:40:48"
"463","Ginger","2025-04-27 17:40:48"
"464","Sugar","2025-04-27 17:40:48"
"465","Chives","2025-04-27 17:40:48"
"466","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-27 17:40:48"
"467","Microcrystalline Cellulose/Powdered Cellulose","2025-04-27 17:40:48"
"468","Soybean Oil","2025-04-27 17:40:48"
"469","Salt","2025-04-27 17:40:48"
"470","Flour","2025-04-27 17:40:48"
"471","Polysorbate 60","2025-04-27 17:40:48"
"472","Spices","2025-04-27 17:40:48"
"473","Alcohol as solvent in flavor","2025-04-27 17:40:48"
"474","Gluten","2025-04-27 17:40:48"
"475","Enzyme Modified Soya Lecithin","2025-04-27 17:40:48"
"476","Rye","2025-04-27 17:40:48"
"477","Mustard","2025-04-27 17:40:48"
"478","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-27 17:40:48"
"479","Natural Flavoring","2025-04-27 17:40:48"
"480","Alcohol in dry form is used as an ingredient","2025-04-27 17:41:14"
"481","Flour","2025-04-27 17:41:14"
"482","Flour","2025-04-27 17:41:14"
"483","Niacin","2025-04-27 17:41:14"
"484","Iron","2025-04-27 17:41:14"
"485","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-27 17:41:14"
"486","Thiamine Mononitrate","2025-04-27 17:41:14"
"487","Ascorbic acid or Vitamin C","2025-04-27 17:41:14"
"488","Folic Acid","2025-04-27 17:41:14"
"489","Vegetable Oils","2025-04-27 17:41:14"
"490","High Fructose Corn Syrup","2025-04-27 17:41:14"
"491","Soybean","2025-04-27 17:41:14"
"492","Ascorbyl Palmitate","2025-04-27 17:41:14"
"493","Canola Oil","2025-04-27 17:41:14"
"494","Starch Acetate Esterified with Acetic Anhydride","2025-04-27 17:41:14"
"495","Cheese & Dairy Culture","2025-04-27 17:41:14"
"496","Nonfat Dry milk","2025-04-27 17:41:14"
"497","Whey","2025-04-27 17:41:14"
"498","Hydrolyzed Vegetable Protein","2025-04-27 17:41:14"
"499","Salt","2025-04-27 17:41:14"
"500","Enzymes","2025-04-27 17:41:14"
"501","Annatto","2025-04-27 17:41:14"
"502","Salt","2025-04-27 17:41:14"
"503","Paprika","2025-04-27 17:41:14"
"504","Baker's Yeast","2025-04-27 17:41:14"
"505","Paprika","2025-04-27 17:41:14"
"506","Soy Lecithin","2025-04-27 17:41:14"
"507","Wheat","2025-04-27 17:41:14"
"508","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-04-27 17:41:14"
"509","Soy Sauce","2025-04-27 17:41:14"
"510","Oat Flour","2025-04-27 17:47:22"
"511","Hydrogenated Glucose Syrup","2025-04-27 17:47:22"
"512","Sugar","2025-04-27 17:47:22"
"513","Dextrose","2025-04-27 17:47:22"
"514","Enzyme Modified Soya Lecithin","2025-04-27 17:47:22"
"515","Starch","2025-04-27 17:47:22"
"516","Potato Starch","2025-04-27 17:47:22"
"517","Sorbic Acid","2025-04-27 17:47:22"
"518","Citric Acid","2025-04-27 17:47:22"
"519","Malic Acid (DL- or L-)","2025-04-27 17:47:22"
"520","Lactic Acid","2025-04-27 17:47:22"
"521","Rice","2025-04-27 17:47:22"
"522","Invert Sugar","2025-04-27 17:47:22"
"523","Sugar","2025-04-27 17:47:22"
"524","Sage","2025-04-27 17:47:22"
"525","Pectin","2025-04-27 17:47:22"
"526","Brewer's Yeast Extract or Autolyzed Yeast from beer","2025-04-27 17:47:22"
"527","Natural Flavoring","2025-04-27 17:47:22"
"528","Corn Flour","2025-04-27 17:47:22"
"529","Paprika","2025-04-27 17:47:22"
"530","Coconut","2025-04-27 17:47:22"
"531","Canola Oil","2025-04-27 17:47:22"
"532","Fructose","2025-04-27 17:47:22"
"533","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-27 17:47:22"
"534","Whey Protein Concentrate","2025-04-27 17:47:22"
"535","Maple Sugar","2025-04-27 17:47:22"
"536","Alpha-/Beta-/Gamma-Carotene (C.I. 75130)","2025-04-27 17:47:22"
"537","Horseradish","2025-04-27 17:47:22"
"538","Carnauba Wax","2025-04-27 17:47:22"
"539","Hydrolyzed Vegetable Protein","2025-04-27 17:47:22"
"540","Lard","2025-04-27 17:47:22"
"541","Alcohol in dry form is used as an ingredient","2025-04-30 15:25:56"
"542","Flour","2025-04-30 15:25:56"
"543","Flour","2025-04-30 15:25:56"
"544","Flour","2025-04-30 15:25:56"
"545","Sorbic Acid","2025-04-30 15:25:56"
"546","Niacin","2025-04-30 15:25:56"
"547","Iron","2025-04-30 15:25:56"
"548","Thiamine Mononitrate","2025-04-30 15:25:56"
"549","Folic Acid","2025-04-30 15:25:56"
"550","Sugar","2025-04-30 15:25:56"
"551","Corn","2025-04-30 15:25:56"
"552","Salt","2025-04-30 15:25:56"
"553","Baking Soda","2025-04-30 15:25:56"
"554","Sodium Acid Pyrophosphate","2025-04-30 15:25:56"
"555","Soybean","2025-04-30 15:25:56"
"556","Honey","2025-04-30 15:25:56"
"557","Natural Flavors","2025-04-30 15:25:56"
"558","Wheat","2025-04-30 15:25:56"
"559","Dried Milk","2025-04-30 15:25:56"
"560","Egg","2025-04-30 15:25:56"
"561","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 15:25:56"
